npc_id,npc_name,notes
229856,Coralclaw Ravager,"Spawns with the rare NPC, Coralweaver Calliso. Its chain collar disappears when attacked."
230141,Tracking Stonesniffer,Spawns on days when Vrykul are invading the isle. Found around the central part of the isle.
230830,Storm-Infused Skittersong,"Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment."
230971,Pei-Wu Tiger,"Located in Pei-Wu Forest, The Wandering Isle (Open Zone). The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231053,Blushleaf Wader,"Located in Pei-Wu Forest & Wreck of the Skyseeker, The Wandering Isle (Open Zone). The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231115,Explosive Cargo,"Has a chance of spawning when you click on Questionable Crates during the world quest, Contraband Banned. This quest is only available if you've signed a weekly contract with the Blackwater Cartel but you can choose a new contract after each weekly reset. It's also possible to get someone with access to the quest to spawn the crab for you but you'd have to tame it before it was killed."
231146,Saltwing Petrel,Located in The Wandering Isle (Open Zone). Found in the southern portion of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain.
231153,Corsac Fox,"Located in The Dawning Valley, The Wandering Isle (Open Zone). The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231194,Jade-Scaled Windsteed,"Located in The Dawning Valley, The Wandering Isle (Open Zone). Widespread in the northern section of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231195,Crimson Windsteed,"Located in The Dawning Valley, The Wandering Isle (Open Zone). Widespread in the northern section of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231217,Territorial Nibbler,Can be found when digging through S.C.R.A.P. piles.
231257,Shimmering Windsteed,"Located in Ridge of Laughing Winds, The Wandering Isle (Open Zone). Roams the ridge to the west of Pool of the Paw, south of Morning Breeze Village. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231258,Serene Windsteed,"Located in Ridge of Laughing Winds, The Wandering Isle (Open Zone). Roams the ridge to the west of Pool of the Paw, south of Morning Breeze Village. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231259,Amused Cloud Serpent,Located in The Wandering Isle (Open Zone). Flies around the northern portion of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain.
231315,Visiting Cloud Serpent,Located in The Wandering Isle (Open Zone). Flies around the center of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain.
231316,Whitefeather Crane,"Located in The Singing Pools, The Wandering Isle (Open Zone). The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231322,Lambent Waterstrider,"Located in The Singing Pools, The Wandering Isle (Open Zone). The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain."
231324,Watchful Cloud Serpent,Located in The Wandering Isle (Open Zone). Flies around the central east and central west portions of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain.
231340,Inquisitive Cloud Serpent,Located in The Wandering Isle (Open Zone). Flies around the western part of the Isle. The Wandering Isle is open to any character on your account after you complete the Pandaren Heritage quest chain. You reach it via the same balloon you used at the start of the chain.
231380,Undercrawler,"Located in The Waterworks, Operation: Floodgate (Dungeon)."
231808,Pilfering Mawrat,Found only during the Midnight Prologue quest chain added in Patch 11.2.7. The involved storyline begins with a summons from Arator: Meet Arator.
231809,Emboldened Mawrat,Found only during the Midnight Prologue quest chain added in Patch 11.2.7. The involved storyline begins with a summons from Arator: Meet Arator.
231986,Deepwater Matriarch,"Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment."
232098,"""Chowdar"" <Escaped Auction Parcel #8675308>",Runs around in southeastern Scrapdrift Sands. Loses their pink heart ribbon upon taming.
232106,Brightscale Wyrm,Located in Magisters' Terrace (Midnight) (Dungeon).
232111,The Nightreaver,Can only be found while Phase Diving.
232193,Stalker of the Wastes,Can only be found while Phase Diving.
232195,Urmag  <The Terror Below>,Just north of Eco-Dome: Rhovan. Can only be found while Phase Diving.
233213,Trained Thief-Hunter,"Spawns during the quest, We Are Our Words."
233612,Dazzled Lightmoth,"Spawns when changing batteries during the world quest, What Plants Crave in Undermine."
233938,George  <The Big Pinch>,"To tame this crab you need to locate and click on five large, yellow Kaja'mite Chunks in the vicinity and then quickly tame him before the effect goes away. If you try to tame him without clicking on the kaja'mite you'll be told you're unworthy."
234197,Flametouched Ray,"Spawns during the quest, Give me Fuel""."
235095,Dreaming Festive Reindeer,"Located in Old Hillsbrad Foothills (Dungeon). This reindeer can only be found during the Feast of Winter Veil. To tame it you need to have your gear transmogged to a full, four-piece 'Festive Holiday' transmog set, including the coat, pants, boots, belt (either Red or Green - but not a mix; and the vest versions don't seem to work currently, but the shorts do). These items can be purchased from Wulmort Jinglepocket or Penney Copperpinch near Greatfather Winter in Ironforge and Orgrimmar, respectively. Alternatively, you can also use the 'Disposable Winter Veil Suits' toy, though currently the green appearance doesn't seem to work, just the red one (but you can keep swapping). If you're not using the full appearance, the reindeer cannot be seen. Inside the dungeon, the solitary reindeer can be found atop the large spur to the east of the entrance, sleeping in a tree hollow at the southern end (around 36.0,39.0). The red-nosed version is much rarer, so you may need to reset the dungeon a number of times to find one but you can '/tar dreaming festive reindeer' from a short way into the entrance tunnel (a bit past the first bend) and its portrait will reveal which appearance it has (but if you enter the instance before donning the transmog set it won't appear until you reach its location!)."
